Spot Mag Potas Thor Uran
69 255 71 87 117 
61 255 76 86 113 
49 255 71 84 109 
83 255 71 84 107 
69 255 69 87 104 
44 255 67 89 102 
83 255 67 91 101 
39 255 76 89 101 
56 255 90 84 102 
74 255 97 76 103 
61 255 92 68 110 
71 255 78 64 115 
51 255 69 65 119 
66 255 69 66 119 
61 255 78 65 115 
98 255 83 67 101 
91 255 88 67 90 
37 255 88 70 77 
134 255 76 77 69 
78 255 67 89 64 
76 255 55 101 63 
130 255 51 103 70 
88 255 48 93 83 
74 255 53 84 91 
45 255 57 78 94 
64 253 57 76 96 
59 245 55 75 92 
61 231 41 69 77 
95 219 39 66 71 
161 213 48 66 64 
93 213 57 64 59 
66 213 67 62 54 
105 213 67 61 51 
115 214 67 60 51 
88 217 64 60 52 
110 222 64 61 55 
73 228 60 60 56 
64 234 57 59 57 
51 242 57 58 58 
49 250 57 57 59 
54 254 57 55 59 
37 255 55 58 58 
98 255 51 62 54 
66 255 46 66 50 
45 255 41 70 45 
62 255 39 74 44 
83 255 39 75 45 
68 255 46 75 46 
51 255 57 71 47 
49 255 67 65 49 
91 255 69 61 51 
134 255 67 60 51 
30 255 64 59 52 
69 255 62 59 54 
105 255 60 58 55 
103 255 57 58 56 
42 255 48 63 55 
59 255 37 68 54 
51 255 34 72 55 
44 255 41 72 59 
44 255 48 71 67 
73 255 60 70 75 
52 251 69 75 83 
64 239 76 84 90 
32 225 81 95 94 
27 210 81 108 98 
35 197 78 119 102 
61 186 81 119 104 
42 176 85 110 106 
40 167 99 103 105 
45 158 111 97 100 
59 150 122 95 95 
86 143 122 94 93 
115 137 120 89 94 
90 158 32 56 44 
144 158 44 56 43 
125 159 53 56 42 
71 160 60 55 41 
69 160 62 53 41 
47 161 60 53 41 
103 161 60 51 39 
66 162 55 49 39 
100 162 53 47 37 
107 163 51 47 36 
61 163 48 46 36 
69 164 51 46 38 
40 165 60 47 39 
151 166 69 48 41 
113 167 78 50 41 
130 168 78 55 40 
115 169 76 61 37 
120 171 69 64 38 
83 173 69 60 45 
98 176 67 52 53 
59 180 71 45 59 
69 184 71 41 60 
93 189 71 42 61 
113 193 69 43 61 
91 198 67 49 61 
100 202 69 50 62 
124 206 67 50 61 
71 208 67 50 62 
37 210 67 51 61 
90 212 64 57 57 
170 213 69 60 54 
129 212 64 61 49 
144 209 71 61 47 
161 206 76 56 48 
136 204 83 49 51 
85 204 83 43 55 
112 205 88 40 58 
153 207 90 43 60 
141 209 88 50 59 
127 212 81 57 56 
47 216 76 63 51 
83 220 69 69 47 
204 223 62 69 48 
132 227 55 65 55 
78 230 55 64 65 
51 234 55 62 77 
59 237 62 57 89 
95 241 67 53 101 
56 246 69 50 111 
59 252 69 52 117 
51 255 64 63 121 
61 255 57 72 125 
83 255 60 80 127 
62 255 67 83 125 
52 255 71 83 119 
61 255 76 83 115 
57 255 74 82 111 
71 255 71 81 108 
74 255 69 84 105 
66 255 67 87 103 
93 255 71 88 102 
74 255 81 87 102 
40 255 90 82 102 
61 255 95 76 103 
51 255 90 70 109 
56 255 78 66 114 
42 255 71 65 117 
40 255 71 65 117 
51 255 76 64 114 
40 255 81 65 102 
49 255 85 65 91 
49 255 85 68 79 
122 255 76 76 70 
83 255 69 90 64 
88 255 57 104 63 
90 255 53 104 70 
81 255 53 93 84 
51 255 55 83 92 
37 255 60 79 97 
56 252 57 76 96 
76 242 55 76 93 
45 229 44 70 78 
39 218 41 68 73 
163 213 51 67 66 
176 213 60 65 61 
79 213 67 63 56 
85 213 69 61 52 
147 213 69 61 51 
103 217 67 61 54 
95 222 62 61 56 
141 228 60 62 58 
69 233 57 63 58 
34 240 57 62 59 
88 248 57 59 60 
56 254 57 57 61 
54 255 55 59 58 
90 255 51 63 55 
112 255 46 67 49 
66 255 41 71 46 
45 255 37 75 43 
59 255 39 76 45 
61 255 46 77 45 
96 255 60 70 46 
61 255 69 65 48 
56 255 69 61 50 
113 255 69 59 51 
74 255 64 59 52 
68 255 62 59 53 
40 255 60 59 55 
85 255 55 59 55 
56 255 46 63 55 
64 255 34 68 55 
74 255 34 72 55 
76 255 41 70 59 
69 255 51 69 67 
42 255 57 70 74 
61 254 67 73 82 
78 248 71 82 87 
25 236 76 93 91 
61 221 78 107 94 
27 209 78 117 98 
64 197 78 116 101 
54 186 83 109 103 
28 175 97 102 103 
49 164 108 98 100 
83 155 120 95 96 
88 146 125 95 94 
115 138 122 91 96 
76 159 34 56 44 
124 159 46 55 43 
91 159 55 54 42 
85 160 62 53 40 
57 161 62 52 41 
120 161 60 51 41 
134 162 60 49 41 
71 162 55 47 39 
86 163 53 45 38 
119 163 48 45 37 
85 164 48 45 37 
59 164 51 45 38 
115 165 60 46 40 
117 166 71 47 41 
136 167 78 50 41 
158 168 76 55 40 
141 169 76 60 38 
100 171 71 64 38 
115 173 69 58 46 
90 176 69 51 53 
71 179 74 43 60 
98 183 74 39 61 
85 187 74 41 61 
96 192 71 42 62 
88 196 69 49 60 
105 201 67 50 61 
88 204 67 50 61 
96 206 69 50 62 
129 209 67 51 61 
110 210 67 56 58 
37 212 69 58 54 
142 211 69 59 49 
180 208 71 61 46 
166 206 78 54 47 
119 204 83 49 50 
141 203 85 43 54 
49 204 85 40 57 
156 206 88 42 60 
115 208 85 49 58 
56 211 81 56 55 
15 215 74 62 52 
83 219 71 63 50 
161 223 62 63 52 
96 226 57 61 56 
59 230 55 61 65 
68 233 55 59 73 
62 236 60 55 85 
64 240 64 51 95 
93 245 67 49 103 
69 251 69 49 111 
39 255 64 58 115 
83 255 62 67 121 
85 255 60 74 126 
56 255 60 79 127 
66 255 71 80 123 
56 255 74 79 118 
49 255 78 78 114 
56 255 74 79 111 
40 255 76 82 107 
59 255 76 85 104 
61 255 78 86 104 
44 255 85 81 107 
51 255 92 81 106 
44 255 90 78 104 
64 255 88 73 105 
51 255 78 69 108 
68 255 71 67 113 
59 255 67 64 114 
51 255 69 63 111 
71 255 74 61 103 
78 255 76 62 92 
130 255 76 68 81 
119 255 76 77 74 
69 255 69 91 68 
35 255 62 101 67 
57 255 60 100 76 
56 255 60 91 87 
45 255 57 84 94 
74 255 60 79 96 
54 250 60 77 96 
66 237 57 77 93 
64 226 44 72 79 
64 217 51 69 73 
134 213 55 67 67 
47 213 62 65 63 
52 213 69 64 57 
74 213 71 62 54 
56 213 69 62 54 
95 217 64 62 56 
56 223 60 62 58 
141 228 57 64 60 
124 232 57 65 61 
54 238 57 64 62 
51 246 57 63 61 
22 252 57 62 61 
61 255 53 61 59 
51 255 48 64 55 
66 255 44 67 51 
79 255 39 70 48 
56 255 37 72 47 
66 255 34 75 45 
56 255 48 73 47 
74 255 60 69 46 
47 255 71 64 47 
51 255 71 60 50 
81 255 71 59 51 
100 255 64 59 51 
103 255 62 59 53 
76 255 60 60 53 
100 255 53 61 55 
45 255 44 63 55 
30 255 37 68 55 
68 255 37 69 56 
76 255 41 68 60 
96 255 48 68 66 
66 255 57 68 73 
51 255 64 72 80 
44 254 67 80 84 
35 247 71 91 86 
42 234 71 104 89 
59 221 74 114 92 
69 210 76 112 97 
64 198 81 106 100 
81 185 92 101 100 
130 172 106 98 100 
40 161 115 96 98 
64 150 122 96 98 
86 141 122 93 99 
127 159 34 54 45 
113 159 48 53 43 
108 160 57 53 43 
93 160 62 52 41 
100 161 62 52 42 
108 161 62 50 42 
113 162 60 49 41 
103 162 55 46 40 
56 163 53 44 40 
102 163 51 44 38 
66 164 48 44 38 
69 164 53 45 40 
161 165 62 46 41 
120 166 71 46 42 
59 167 78 50 41 
74 168 76 54 40 
86 169 74 58 39 
71 171 74 61 39 
91 173 74 56 47 
127 176 74 49 54 
69 179 74 43 61 
88 182 76 41 60 
86 186 74 41 60 
122 190 71 42 61 
59 195 69 48 59 
117 199 69 49 61 
91 202 67 50 61 
90 205 67 50 61 
74 207 67 50 61 
134 209 67 54 58 
171 210 71 55 53 
115 210 71 56 50 
136 208 76 55 48 
146 206 78 52 48 
141 204 83 48 50 
132 203 83 44 52 
130 203 85 42 55 
151 205 85 43 57 
141 207 81 48 57 
73 210 78 54 55 
51 214 74 59 53 
35 218 69 60 52 
30 222 64 59 54 
30 226 60 58 57 
51 229 57 57 63 
93 233 57 56 71 
79 236 57 54 80 
69 239 62 51 88 
61 244 64 48 95 
54 250 67 47 104 
40 254 64 53 110 
51 255 64 62 119 
56 255 60 69 126 
54 255 62 74 128 
47 255 69 76 127 
42 255 74 75 123 
56 255 83 75 118 
64 255 78 77 113 
71 255 85 80 108 
66 255 85 83 106 
56 255 95 81 106 
73 255 95 81 107 
90 255 95 81 107 
51 255 90 81 104 
85 255 88 78 102 
51 255 76 74 102 
69 255 71 69 106 
66 255 62 63 109 
83 255 60 61 107 
78 255 67 58 103 
96 255 67 61 94 
49 255 71 68 85 
103 255 74 77 78 
90 255 71 88 72 
51 255 67 94 77 
98 255 69 93 83 
40 255 69 88 91 
45 255 67 83 94 
69 254 67 80 96 
51 248 67 79 94 
61 233 64 78 90 
51 224 55 74 78 
95 216 55 72 72 
51 213 57 69 68 
39 212 64 65 64 
64 212 67 64 60 
61 213 67 63 57 
78 213 64 63 57 
79 217 60 63 58 
57 223 57 65 61 
113 227 55 66 62 
170 229 57 67 64 
98 235 57 68 64 
56 243 57 67 63 
42 251 57 66 61 
49 255 53 66 60 
69 255 46 66 56 
76 255 41 66 55 
64 255 39 67 52 
51 255 34 70 49 
37 255 37 71 47 
44 255 46 70 48 
35 255 60 66 47 
93 255 71 62 47 
56 255 74 59 50 
52 255 71 59 51 
79 255 67 59 52 
56 255 57 63 50 
47 255 53 64 52 
95 255 51 64 52 
74 255 44 64 55 
34 255 39 66 55 
64 255 41 66 57 
32 255 44 66 60 
20 255 48 66 66 
44 255 55 68 73 
44 255 60 72 77 
20 255 64 80 80 
68 253 64 90 81 
95 247 69 101 84 
158 236 67 108 87 
112 224 71 106 93 
108 210 76 103 96 
105 196 90 100 98 
32 181 102 98 100 
49 168 113 98 101 
69 156 120 99 102 
54 145 122 98 101 
98 160 44 54 45 
125 160 51 53 44 
100 160 57 52 43 
61 160 64 51 42 
136 161 62 51 43 
56 161 62 50 42 
158 162 57 48 42 
193 162 55 46 42 
85 163 53 43 42 
95 163 51 44 41 
61 164 51 43 41 
88 164 57 44 41 
129 165 64 46 41 
76 166 74 46 41 
141 167 71 51 40 
100 168 74 54 39 
93 170 71 58 38 
108 171 74 58 40 
115 173 74 54 47 
73 176 76 49 54 
107 178 78 43 60 
61 181 78 40 59 
86 185 74 40 59 
88 189 71 41 60 
74 193 69 47 58 
79 197 69 48 59 
79 200 69 49 60 
88 203 69 49 60 
86 205 67 49 60 
127 207 71 49 58 
144 209 71 52 53 
168 209 78 52 50 
136 207 83 51 49 
130 205 83 50 49 
136 203 83 48 50 
141 203 83 47 52 
132 203 83 45 53 
102 204 83 46 54 
156 206 81 48 55 
180 209 76 52 55 
56 213 74 55 55 
40 217 69 55 56 
61 221 67 54 56 
62 225 64 53 58 
44 229 57 52 62 
56 232 57 52 69 
51 235 55 53 74 
66 239 55 52 80 
37 243 62 48 86 
64 249 62 44 96 
64 253 67 47 105 
76 255 67 56 115 
71 255 64 64 123 
59 255 64 70 130 
85 255 67 72 132 
49 255 76 72 127 
68 255 85 73 120 
73 255 90 76 113 
56 255 92 79 108 
73 255 95 82 107 
45 255 95 82 108 
54 255 97 82 108 
34 255 95 82 108 
40 255 90 84 103 
35 255 85 83 98 
51 255 76 78 98 
71 255 71 71 101 
74 255 60 62 105 
71 255 62 57 106 
57 255 57 55 103 
102 255 60 59 97 
79 255 64 67 88 
93 255 69 77 83 
66 255 74 84 79 
34 255 74 86 85 
122 255 81 86 90 
34 255 78 84 94 
37 255 76 83 95 
51 253 71 81 94 
57 244 69 81 92 
93 230 67 79 88 
66 221 60 77 77 
69 215 62 74 71 
34 212 67 70 66 
56 212 67 66 66 
66 212 64 64 64 
56 212 62 62 60 
49 213 57 63 60 
71 217 55 65 62 
136 224 53 67 63 
64 227 53 67 65 
59 228 55 69 67 
93 233 55 71 66 
120 241 55 72 64 
79 250 55 72 62 
47 255 51 70 61 
76 255 44 68 60 
61 255 39 67 58 
66 255 37 66 55 
74 255 32 68 51 
73 255 37 69 49 
95 255 46 67 49 
44 255 60 63 47 
66 255 69 60 48 
103 255 71 59 50 
59 255 71 59 51 
115 255 62 64 49 
37 255 55 66 49 
66 255 48 67 50 
85 255 46 66 52 
108 255 44 66 54 
61 255 41 64 56 
83 255 44 63 60 
45 255 46 64 62 
71 255 48 65 66 
86 255 55 67 72 
93 255 57 71 75 
56 255 57 79 76 
71 255 60 88 77 
136 254 62 98 79 
115 250 62 103 82 
69 240 69 102 88 
3 225 71 101 93 
78 208 85 99 97 
74 192 99 99 100 
64 177 108 100 104 
35 164 118 100 106 
30 152 122 101 105 
54 160 46 53 45 
107 160 53 52 45 
103 160 60 51 44 
120 160 62 50 43 
74 161 62 50 43 
105 161 62 49 43 
130 161 60 47 43 
166 162 55 44 44 
105 162 55 43 44 
113 163 55 42 44 
83 164 51 42 44 
88 164 62 43 42 
78 165 71 46 40 
141 166 71 50 40 
154 167 71 53 39 
90 169 69 57 37 
108 170 69 57 38 
102 171 74 54 42 
108 173 78 51 49 
64 175 78 47 53 
110 178 81 42 57 
88 181 78 40 57 
78 184 76 40 58 
86 187 74 40 58 
66 191 69 47 56 
85 195 69 47 57 
95 198 69 48 59 
134 201 69 48 59 
125 203 67 48 59 
124 205 71 48 58 
132 207 76 49 54 
69 208 83 48 52 
120 207 85 48 50 
132 205 85 48 49 
173 203 83 48 49 
161 202 81 49 50 
207 202 81 48 51 
42 202 78 48 51 
161 205 78 48 52 
195 208 76 50 54 
159 212 71 50 56 
56 217 67 51 59 
47 221 67 49 59 
64 225 64 48 59 
25 228 64 47 61 
45 232 57 49 65 
59 235 55 52 70 
44 239 53 52 74 
40 243 57 48 79 
52 248 64 44 86 
78 253 64 45 98 
56 255 69 50 112 
85 255 67 58 122 
59 255 64 65 131 
74 255 67 69 133 
32 255 78 70 129 
66 255 88 70 122 
40 255 95 74 113 
66 255 99 78 108 
66 255 97 82 106 
49 255 97 82 107 
64 255 99 83 109 
90 255 95 83 107 
49 255 90 87 102 
45 255 83 89 96 
42 255 83 82 95 
69 255 71 73 98 
64 255 67 64 103 
110 255 62 57 105 
59 255 60 55 103 
105 255 57 59 97 
117 255 62 66 90 
49 255 69 74 86 
79 255 76 79 86 
68 255 81 80 91 
51 255 85 80 96 
40 255 88 80 97 
42 255 83 81 95 
49 253 81 82 92 
35 242 78 82 89 
79 228 71 80 85 
98 219 64 77 77 
64 214 67 76 71 
69 212 67 72 67 
42 212 67 67 68 
59 212 62 63 67 
59 212 57 61 66 
69 213 53 62 65 
102 217 53 65 66 
100 225 51 68 67 
61 227 51 70 68 
56 227 55 71 71 
32 231 55 75 69 
74 239 53 77 66 
85 249 51 77 63 
81 255 46 75 61 
45 255 41 71 60 
54 255 37 67 61 
37 255 37 66 59 
51 255 32 66 54 
37 255 37 66 51 
64 255 46 64 51 
45 255 57 60 49 
74 255 69 58 50 
74 255 74 58 50 
40 255 71 61 49 
49 255 62 65 49 
30 255 53 68 48 
27 255 44 70 48 
25 255 41 71 50 
69 255 44 68 53 
83 255 41 64 56 
45 255 44 61 60 
52 255 46 62 62 
69 255 48 63 66 
44 255 53 65 71 
30 255 53 70 72 
61 255 53 78 72 
40 255 53 86 72 
40 255 55 94 74 
110 255 57 97 78 
52 252 64 98 83 
81 240 69 96 90 
91 222 83 97 95 
88 204 95 99 100 
69 187 106 100 105 
59 173 113 104 108 
54 162 115 105 109 
78 160 51 52 46 
74 160 57 51 46 
79 160 64 50 44 
125 160 62 49 44 
85 160 62 49 44 
51 161 62 48 44 
51 161 57 46 44 
56 162 57 44 45 
79 162 55 42 46 
124 163 55 41 47 
78 164 60 42 46 
59 165 67 43 43 
42 165 71 47 40 
113 166 71 52 40 
146 167 67 57 36 
161 169 67 57 36 
100 170 69 57 37 
81 171 74 51 44 
103 173 78 49 49 
85 175 81 46 53 
98 177 83 42 55 
115 180 83 39 56 
83 183 78 39 56 
110 186 74 40 56 
74 190 71 43 56 
69 193 69 46 56 
113 196 71 47 57 
113 199 69 47 58 
113 202 69 47 57 
170 204 74 47 56 
130 205 78 46 53 
112 206 88 45 53 
187 206 88 44 52 
236 204 85 46 48 
243 202 81 49 49 
202 201 78 51 49 
210 201 76 52 48 
188 202 74 51 49 
139 204 76 49 50 
105 207 74 48 53 
147 212 71 46 57 
125 216 67 45 61 
102 220 67 44 62 
88 224 64 43 60 
71 228 64 44 60 
40 231 57 46 62 
74 235 55 50 67 
59 239 51 51 70 
59 243 55 48 74 
56 248 62 43 81 
49 252 64 42 94 
81 254 69 45 107 
103 254 67 53 120 
51 254 69 62 130 
76 255 67 66 133 
59 255 81 68 128 
34 255 88 69 120 
59 255 95 73 113 
102 255 99 77 106 
56 255 97 82 106 
66 255 97 83 107 
51 255 97 82 107 
44 255 95 84 106 
49 255 88 87 100 
79 255 85 88 96 
100 255 83 84 95 
110 255 71 75 98 
74 255 67 66 103 
149 255 64 60 106 
88 255 62 56 105 
61 255 60 60 99 
66 255 62 66 92 
68 255 69 72 89 
83 255 78 75 90 
54 255 83 76 95 
49 255 90 75 100 
49 255 88 77 101 
39 255 85 79 97 
61 254 81 81 91 
34 245 76 83 87 
59 231 71 83 83 
61 222 67 79 77 
45 217 64 77 71 
52 215 67 73 69 
68 215 67 68 70 
56 216 60 62 71 
51 216 55 59 71 
54 216 48 60 70 
30 219 48 64 70 
79 228 46 69 70 
88 230 48 71 70 
69 229 55 72 73 
42 233 53 78 72 
81 241 53 81 69 
32 250 48 82 62 
62 255 44 78 62 
100 255 37 73 62 
56 255 34 68 63 
51 255 34 64 62 
83 255 32 65 58 
66 255 37 64 53 
45 255 46 61 52 
61 255 57 59 52 
45 255 67 58 49 
56 255 74 58 50 
62 255 71 61 49 
39 255 62 66 49 
61 255 48 71 47 
151 255 39 76 45 
117 255 39 74 47 
88 255 41 70 52 
76 255 41 65 56 
103 255 44 61 60 
124 255 46 61 62 
71 255 48 62 66 
30 255 51 64 69 
32 255 51 69 71 
71 255 51 76 70 
35 255 48 84 68 
40 255 48 90 69 
76 255 55 92 73 
95 255 60 92 79 
66 252 67 94 86 
47 237 74 96 94 
90 217 92 98 100 
73 200 104 102 107 
62 186 111 108 110 
79 176 111 110 111 
88 160 53 52 47 
64 160 57 50 47 
83 160 64 49 45 
59 160 62 49 44 
69 160 62 47 44 
76 161 62 47 45 
90 161 57 45 44 
85 162 55 44 47 
90 162 55 42 47 
59 163 55 41 48 
79 164 62 42 47 
45 165 69 43 44 
64 166 71 48 41 
158 167 69 53 39 
175 168 67 56 36 
74 169 67 56 36 
37 170 69 52 39 
62 171 74 49 44 
39 173 81 47 50 
95 175 81 45 54 
110 177 83 42 55 
100 179 83 39 54 
113 182 78 39 54 
61 185 74 38 56 
83 188 69 42 54 
100 191 71 45 55 
108 194 71 46 56 
81 197 71 46 57 
105 200 71 46 56 
132 202 74 45 54 
141 204 81 44 53 
120 205 88 43 53 
156 205 88 42 51 
209 203 88 43 49 
163 202 83 47 49 
141 201 78 51 48 
134 201 76 51 47 
96 201 74 51 48 
115 204 74 48 49 
120 207 71 45 53 
79 211 69 42 57 
90 215 69 41 62 
139 219 67 42 61 
105 223 64 41 60 
76 227 62 42 60 
51 231 62 45 60 
96 235 55 49 64 
59 239 53 50 68 
59 243 53 49 72 
52 247 62 44 79 
108 251 64 40 89 
61 252 69 43 103 
90 253 69 49 116 
44 253 69 59 126 
78 255 74 65 129 
40 255 81 67 126 
71 255 90 68 118 
78 255 97 73 112 
25 255 99 78 106 
100 255 99 82 105 
88 255 99 83 105 
52 255 99 83 106 
49 255 97 83 105 
74 255 92 86 100 
74 255 88 87 97 
47 255 88 84 97 
35 255 74 77 101 
78 255 69 68 104 
103 255 64 62 106 
90 255 64 59 105 
91 255 64 61 99 
39 255 67 66 95 
47 255 76 70 90 
78 255 83 69 94 
91 255 85 73 98 
61 255 90 74 103 
66 255 92 72 104 
37 255 85 78 98 
54 255 78 82 91 
51 251 76 86 86 
37 241 71 83 84 
54 233 69 80 78 
64 230 67 79 73 
62 229 67 74 71 
59 230 67 68 72 
66 230 62 62 74 
15 230 55 58 76 
44 229 46 60 75 
40 231 48 64 75 
107 237 48 69 73 
108 239 48 73 73 
64 238 55 73 76 
100 241 53 80 73 
73 248 51 83 70 
45 253 44 84 65 
45 255 41 80 63 
66 255 34 75 64 
59 255 34 68 64 
71 255 34 63 64 
62 255 30 63 60 
66 255 37 62 54 
51 255 46 59 54 
51 255 55 59 52 
61 255 64 58 51 
66 255 74 58 50 
40 254 71 61 49 
59 253 60 66 49 
76 251 46 71 46 
66 251 34 78 43 
61 252 37 77 46 
115 254 39 71 51 
81 255 41 65 55 
119 255 44 61 60 
141 255 44 61 61 
83 255 46 62 65 
47 255 48 64 68 
49 255 48 67 69 
45 255 46 74 67 
39 255 44 81 65 
27 255 44 87 65 
49 255 48 89 69 
66 255 57 89 76 
49 255 64 91 84 
59 251 71 94 91 
88 236 81 99 100 
113 217 97 106 106 
86 204 104 111 110 
25 195 106 113 110 
79 161 55 52 47 
129 160 64 49 46 
105 160 62 49 45 
108 160 62 48 45 
93 160 62 47 45 
100 160 60 46 44 
139 161 57 44 46 
61 161 55 43 47 
144 162 57 42 48 
105 163 55 41 50 
85 164 62 42 48 
146 164 69 42 45 
102 165 71 48 41 
103 166 69 54 39 
54 167 67 56 36 
124 169 67 56 35 
130 170 69 50 39 
69 171 76 47 46 
90 173 81 45 50 
11 175 85 41 55 
27 177 83 40 55 
5 179 81 40 53 
20 182 78 39 53 
71 185 76 39 54 
69 187 71 42 53 
74 190 71 44 54 
74 193 71 45 54 
93 196 71 44 55 
96 198 71 44 55 
100 200 71 44 55 
68 202 81 43 53 
81 204 90 42 52 
88 203 88 41 51 
120 202 88 42 49 
110 201 81 47 48 
90 200 76 51 46 
88 200 76 51 47 
61 201 74 51 47 
110 203 71 48 49 
136 206 71 44 53 
127 210 69 41 57 
139 215 67 41 60 
105 219 67 41 61 
103 223 67 41 60 
125 227 62 43 59 
54 231 62 45 60 
42 235 60 48 64 
37 239 57 50 68 
74 243 60 49 71 
69 247 62 44 76 
69 250 67 41 86 
66 252 71 40 99 
124 252 71 49 111 
90 253 71 58 121 
95 255 78 64 123 
81 255 81 66 122 
49 255 88 69 115 
45 255 95 73 109 
69 255 99 78 104 
69 255 99 82 103 
49 255 99 83 104 
27 255 99 83 105 
59 255 97 83 104 
90 255 95 83 100 
59 255 90 85 98 
147 255 81 82 99 
159 255 76 77 102 
129 255 71 70 106 
100 255 69 65 107 
57 255 67 61 106 
34 255 69 63 101 
64 255 71 67 97 
61 255 81 69 95 
59 255 85 69 96 
56 255 88 70 100 
37 255 92 72 104 
66 255 90 71 103 
71 255 85 77 98 
35 255 78 83 90 
56 254 74 88 84 
40 251 67 89 80 
49 248 64 86 75 
34 247 64 81 75 
35 247 69 75 75 
76 248 71 68 78 
79 248 64 63 80 
44 248 55 59 80 
44 247 51 62 79 
62 247 51 66 78 
85 250 51 70 76 
151 250 51 73 74 
59 249 55 74 78 
56 251 53 80 73 
64 254 48 82 71 
61 255 44 84 66 
44 255 39 80 64 
54 255 34 74 64 
54 255 37 69 66 
34 255 34 64 64 
35 255 30 63 62 
40 255 34 61 57 
37 255 44 60 56 
81 255 53 60 55 
54 255 64 60 54 
62 254 67 59 52 
66 251 74 60 50 
51 243 57 65 49 
66 237 46 70 46 
44 236 34 74 45 
13 240 37 72 47 
117 247 39 69 51 
93 252 44 65 55 
113 255 46 60 59 
141 255 44 60 60 
57 255 44 61 63 
73 255 44 62 65 
45 255 44 65 66 
54 255 44 71 65 
61 255 41 77 62 
61 255 41 82 62 
52 255 46 85 68 
40 255 53 86 73 
81 255 62 88 82 
68 255 69 91 90 
42 252 78 99 98 
30 240 90 107 105 
61 227 97 113 108 
54 217 99 117 109 
27 161 57 51 46 
130 160 62 48 46 
120 159 62 48 45 
74 159 60 47 45 
129 159 60 46 44 
137 160 57 46 45 
37 160 57 44 46 
22 161 55 44 47 
122 161 55 42 49 
113 162 55 41 50 
107 163 60 42 48 
88 164 69 43 44 
79 165 71 48 41 
193 166 69 53 38 
197 167 67 56 35 
175 169 67 53 36 
120 170 69 49 40 
25 171 76 45 46 
66 173 81 41 52 
119 175 83 41 53 
112 177 83 41 53 
88 179 81 40 52 
105 182 78 40 51 
83 184 76 39 52 
69 186 71 41 52 
57 189 71 43 53 
95 191 74 44 54 
79 194 74 43 54 
115 196 71 43 55 
95 198 74 43 54 
90 200 83 42 53 
85 202 88 42 52 
79 201 85 41 51 
98 200 85 43 48 
47 199 81 47 47 
15 199 76 51 46 
102 200 76 52 46 
137 201 74 50 48 
175 203 71 47 50 
124 206 74 41 55 
86 210 71 41 57 
95 214 69 41 59 
73 218 67 42 59 
103 222 64 43 59 
79 226 64 45 59 
124 230 62 45 59 
105 235 64 48 64 
90 239 64 49 66 
74 243 64 49 70 
74 247 64 45 75 
64 250 67 42 81 
110 251 69 44 92 
90 252 69 50 103 
51 253 69 59 113 
79 255 76 65 118 
61 255 78 68 117 
66 255 88 69 112 
51 255 95 74 107 
73 255 102 79 102 
56 255 99 82 100 
79 255 102 83 102 
108 255 102 83 103 
108 255 99 82 103 
54 255 97 83 100 
98 255 92 83 100 
79 255 85 81 101 
64 255 81 76 105 
56 255 76 70 107 
78 255 74 66 108 
86 255 74 65 106 
74 255 74 64 102 
45 255 76 67 100 
69 255 83 68 97 
64 255 85 68 98 
71 255 88 70 100 
62 255 90 70 102 
51 255 90 71 101 
56 255 83 76 95 
56 255 76 84 87 
45 255 71 90 81 
51 255 64 93 77 
69 255 64 90 74 
69 255 67 83 77 
27 255 69 76 80 
13 255 74 70 85 
74 255 71 65 89 
51 255 57 66 87 
30 255 57 69 86 
51 255 55 71 83 
100 255 53 75 79 
119 255 53 74 77 
71 255 55 75 77 
85 255 51 78 74 
51 255 46 79 70 
40 255 44 79 67 
39 255 39 77 66 
61 255 34 72 65 
27 255 34 68 66 
37 255 32 64 66 
54 255 30 63 64 
52 255 34 62 61 
69 255 44 62 61 
61 255 51 61 58 
54 255 57 62 56 
69 253 64 61 54 
35 242 60 60 51 
56 229 53 61 49 
59 221 41 65 45 
54 219 37 66 46 
44 224 37 66 47 
107 233 41 64 51 
125 242 44 60 56 
171 251 44 60 57 
175 255 41 60 57 
166 255 41 62 59 
85 255 41 63 61 
25 255 41 65 62 
40 255 41 70 61 
39 255 39 75 61 
66 255 41 79 63 
74 255 48 82 68 
61 255 55 83 74 
32 255 62 85 82 
93 255 69 91 90 
122 255 76 97 97 
81 254 83 105 103 
59 248 85 112 105 
115 240 88 118 105 
69 161 55 49 45 
120 160 60 48 46 
95 159 60 48 44 
74 159 60 47 45 
57 159 60 46 44 
66 159 57 46 45 
78 160 55 45 46 
76 160 55 43 47 
105 161 55 42 48 
100 162 55 41 49 
124 163 60 42 47 
183 164 67 43 44 
113 165 69 47 41 
108 166 69 51 39 
93 167 64 56 35 
142 168 69 51 37 
151 170 71 47 40 
159 171 74 44 45 
108 173 81 41 51 
185 175 81 41 52 
120 176 81 41 52 
66 179 78 41 51 
103 181 76 40 51 
85 183 74 39 51 
115 185 74 41 51 
88 187 71 41 52 
117 190 76 42 52 
59 192 76 41 53 
115 194 74 41 53 
56 196 76 41 54 
79 198 83 42 53 
115 199 88 41 53 
119 199 85 44 50 
95 198 85 46 47 
125 198 78 52 44 
170 198 78 50 47 
151 199 74 52 46 
156 200 74 48 49 
124 202 74 45 51 
125 205 74 41 54 
115 209 71 40 55 
149 213 69 41 56 
125 217 67 42 55 
119 221 64 43 56 
105 226 64 44 57 
